text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,trust
giau mau giau tu ah kkkk,1,0,2024-09-15T18:24:41.000Z,h7490041,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,7183342505626616833,7414937513205646088,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/df0ca1dddc669d57cf80e879ea6d12f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0c6186b&x-expires=1768557600&x-signature=J%2FNSXImU%2FLhpJl1UYh3dste4a8c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
tội ác bán dầu cũ,1,0,2024-09-04T01:28:57.000Z,duocnguyen891,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,7064750864511222786,7410593817441026824,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1d87a153cbb41864df3b57c45c5b6896~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=047df90e&x-expires=1768557600&x-signature=3krGpwFA54mrDMpqHFF833nMSgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
Tiệm vàng bữa bán cho ảnh sao rồi ae,1,0,2024-09-03T08:54:08.000Z,trucdamanhkhoa,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,6723910666871260161,7410337467838890770,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b2e1b51a25022bd099204201606f2ada~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0a3c64be&x-expires=1768557600&x-signature=KmTNScB1ZiSuqKkpLkHrD7Mw0yE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
"cái nón là vàng thật, có clip đi ra tiệm vàng đặt",1,0,2024-08-30T08:59:17.000Z,quachhaitho11677,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,6987196590764196865,7408854459659256594,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7369486044402155528~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e5663bd9&x-expires=1768557600&x-signature=G82gkpXiKjXxwsAVStYQnRBOf1U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
Còn co nguoi nghỉ đeo vàng giả lun ha hay thiet,1,0,2024-09-04T02:35:02.000Z,khiemsaurieng,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,6691636349893641217,7410610862039352072,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3f4ee7d5c3ac8005668ff5c52899c444~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=24bb0062&x-expires=1768557600&x-signature=4tnZMnXcAlauaf6yOiQbb0fz3uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
Tiếng vang nay là cua vàng nhé,1,0,2024-09-14T23:28:45.000Z,con.cml,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,6905202924525700097,7414644755306726164,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4f27449&x-expires=1768557600&x-signature=VOrasQQZK0%2BLyrzjJFBSvxSseUE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
còn bột mì với đường phèn nữa sau không kể 🤣🤣🤣,1,0,2024-09-03T14:13:16.000Z,tr.tm.66fa,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,7373611299038839809,7410419710925341456,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/71146afb734fc68078b1f01e86b9cf3c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9fb3b626&x-expires=1768557600&x-signature=knk0XyGdz3QReiw%2FpWktepaR9uw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
v là giàu giữ chưa,1,0,2024-09-02T14:02:08.000Z,an_yamate,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,6744241676690392065,7410045754234962706,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/30725da27412d4d142f7230d4d3586f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=545c5790&x-expires=1768557600&x-signature=fMvd7p1w9%2FIYz4W2hwMlnq5TmLY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
Nhìu cái ko thể nói ra đc thôi chứ t vẫn tin là vàng thật 😌,1,0,2024-10-13T19:28:06.000Z,huynhlam6594,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,6774670799783789570,7425344239019721479,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0936d17e6d2fcec4a74dd254a326ac21~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fda07fb4&x-expires=1768557600&x-signature=m8fqGdMxktJz7nI9WcPwDP5GwJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
nhờ vậy a mới ở tù luôn đó 😅,1,0,2024-09-19T10:18:11.000Z,hdat3979,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,6778036555182736386,7416296498985681671,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/acdbb842c2aecd3104fcad334ca6c59a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e5592342&x-expires=1768557600&x-signature=mNWnRkBIclv%2FZo3RotYIuzgbahc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
R jo a zia chưa a,1,0,2024-09-17T22:28:03.000Z,huynhhieu16,https://www.tiktok.com/@thoonglee.com/video/7408385628070546695,6635179120065413122,7415742332224979730,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/19f13394b298e79518a5bdcbacc6e745~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=04fbffee&x-expires=1768557600&x-signature=VZpDEHIs%2FQO1pfOu%2BeiLkJg65L8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,
em mơ chúng tờ vé số để trả nợ và về quê ăn tết cúng gd chứ em 12 năm em chưa dc ăn tết ở quê 😄🤣,11,7,2026-01-10T09:16:01.000Z,ngi.trn51,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6906072991499928582,7593659164887532295,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7288675231999197192~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=57d4a716&x-expires=1768557600&x-signature=rafcMBUmzQJLg71B5OqmQmOlaKY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
cô phương linh bảo trúng số trong cty mình trúng quá trời . trừ mình ra,40,12,2026-01-09T14:35:41.000Z,linhngc8274,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7570722441875817488,7593370456633459477,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1dfb463dca3b5d81ca6b0226d4da7d96~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2e740426&x-expires=1768557600&x-signature=Cj5x7KysnN1JLfngmal%2BVgcEJjs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Hôm bửa cô đã nói có ko khí lạnh và có thật.🙏🙏🙏,25,2,2026-01-09T14:29:10.000Z,kim.thin7020,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7310935531944248325,7593368784863249160,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1dd9821d4906a9f3825ac2f83be7499d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e663a9ee&x-expires=1768557600&x-signature=bJL4rvLpA9epfRjX0gIxXT9B8fc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
"cô nói tiền là kĩ thuật số á ! mấy lip nói trúng số là tui bít nói tới đồng kĩ thuật số , tui lướt bl ai cũng xin vía trúng số hiii nhưng tui bít chắc tiền đt",15,6,2026-01-09T14:29:13.000Z,ngoi.tuyt,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7342315136587351042,7593368784360407826,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3bc6615efe2ec38fec90e075374107aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=87532c90&x-expires=1768557600&x-signature=sXyJfL%2Fz0bM0InVEcq5SE18HCOg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
giàu nghèo là do số trời.trời kiêu ai nấy dạ.số ai nấy hưởng,7,0,2026-01-09T22:43:28.000Z,u5er625415990612,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6983793230195295234,7593496058307822337,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0d8209fc76ed41d308a49088743f0ecf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec4b6233&x-expires=1768557600&x-signature=0Z2Z%2F5Ue72PhnBE9vuYFPUZVlaA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
nguyện cầu cho cả thế giới đc bình an 🙏 nam mô đại bi cứu khổ quán thế âm Bồ Tat 🙏🙏🙏,6,0,2026-01-09T16:45:48.000Z,user3581530358390,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7398500852003390480,7593403992840667911,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e2c4120ffba58c1317bece649aed8034~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40de60fd&x-expires=1768557600&x-signature=6K%2Fl8cfcU0oY52RM8TEwJ55%2BgxQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Cô nói ở hiền gặp lành đó mình ở hiền mới được phước có phước mới có phần,12,1,2026-01-09T18:04:40.000Z,housemy524,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6942618699971216385,7593424306063524615,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cfb0d50f3d6f9ba4ec445c35e93ee099~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c75fad10&x-expires=1768557600&x-signature=gMaeDSNOB1vrAYxj34MkVboHlkE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
xin vía cô cho trúng tờ vé số,8,0,2026-01-10T03:18:48.000Z,banoisting7.0,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7149937317611947010,7593567114360013585,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e10cff8cfa7734f293fb7ec96c957b00~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6b174406&x-expires=1768557600&x-signature=ODnB068HlzyFys2tCA82KQ0IBks%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
nghiệm mà Koi cô này nói rất chuẩn luôn ..,6,0,2026-01-10T01:06:39.000Z,hu.trn2132,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7515756484077798407,7593533026815214354,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8312b07f2a07ba5460ec57b994094999~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4aa86a33&x-expires=1768557600&x-signature=dT%2BTOjihaACWyUzyTRx01T2%2BjQI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
em nghe em không hiểu mn ạ. ai đó giúp hiểu với,8,11,2026-01-09T14:29:47.000Z,phngnguyn957,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7214868503513089051,7593368939724882708,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/64d9d174f236aea83f3a24228f0c4f6d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=66446383&x-expires=1768557600&x-signature=ogBGDrc8Af6178v3lbQ8tjD%2BXiM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
đồng tiền kts.,1,3,2026-01-09T14:34:03.000Z,anhnongran1,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7372143795100189704,7593370038809051925,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/19803ecae2a969b0d49a2b10b75bc7db~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=712c52a3&x-expires=1768557600&x-signature=RoeMw4KIrraMXY0zLq%2B52z8lo30%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
NAM MÔ QUAN THẾ ÂM BỒ TÁT MA HA TÁT 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2,0,2026-01-09T18:06:46.000Z,langtu83886,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7233220987729757189,7593424870365512456,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2ed418dae5178978a827fd56d3736dae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7ab299f8&x-expires=1768557600&x-signature=hOG3iytSNnW29HOiTVDcYE3cFSQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Video trước cô nói trúng số. Vũng Tàu trúng đặc biệt nhiều thật,2,0,2026-01-10T03:13:57.000Z,tambuimakeup,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6773677458283824129,7593565858325611271,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7335938582487498770~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d4e2459&x-expires=1768557600&x-signature=1lLzVMohYSz3w5EXXhUbu6vVby8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
cho con xin ít tiền để trả nợ.và mua nhà ở với ạ,4,0,2026-01-09T14:37:59.000Z,sensg96,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7358457319019774982,7593371059685933841,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b5d647284cdd813bc189dc7f2fdca186~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b319fda0&x-expires=1768557600&x-signature=RHNN2wR4okK4jjzn832biZLS1dQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Nam Mô A Di Đà Phật,2,0,2026-01-12T14:24:55.000Z,thunga1210,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6514868913205133313,7594480959777604359,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c5c62afde63f8c8bd830fbce26e010d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f0b60237&x-expires=1768557600&x-signature=%2Bx%2Bq0OtHZVbP79lmvAoTvWNCkeE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
"mắt nợ 3ty mong được trúng số để trả hết nợ , cầu cô cô gia hộ cho con được lộc trả hết nợ,con tim cô phương linh trả lể cho cô cô ạ",0,0,2026-01-10T02:07:02.000Z,coitam334,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7427844396819596294,7593548609967571730,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e564f6694fd984767d171ff75cfefdcf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ee7ac84&x-expires=1768557600&x-signature=U8AzjBWKdLjF9URlPuxJqUpWIWk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Nam mô a di Phật,4,0,2026-01-09T14:34:36.000Z,thuyvanspa25987,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6957245389783778306,7593370187753161473,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/44ade79e4447f8b03944fed0714ae4c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=21da2fce&x-expires=1768557600&x-signature=Qnnb0FvE0PqkrQi5DYqsb6azwE8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
nam mô a Di Đà Phật 🙏,2,0,2026-01-09T14:54:46.000Z,hanngo1984,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7378132639071601670,7593375387284783879,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2b8046ba721c2e0c73d5491f56483208~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7e88acd7&x-expires=1768557600&x-signature=OPTLjNvHhgutHwa2PHRori9%2F2a4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Nam mô A Di đà Phật 🙏🙏🙏,1,0,2026-01-09T20:29:15.000Z,lykim11111,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6831775707576976386,7593461541853889298,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e6cbb07865911871e1a9e567903e2692~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e55a2d20&x-expires=1768557600&x-signature=ohd1MWMoEWWECFTu6OLCS69btfA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Nam mô A Di Đà Phật 🙏🙏🙏!,1,0,2026-01-11T13:38:39.000Z,hoa.le858,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7201795627494294554,7594097940555072274,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/27bde8ac26a1f891ddc403b05c09adf5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a2c8c4b&x-expires=1768557600&x-signature=DR3dhkribUVsHw%2Fwq1X219t0w2o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
cầu mong cho được một lần trúng số để có nhà ơi ko ơi trọ nữa,2,0,2026-01-10T01:04:43.000Z,th.chc.hn.l,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6962123917113164802,7593532491643355925,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5247ae19c264556e3b82c3f46564acd9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=804fbe0f&x-expires=1768557600&x-signature=8VNcNC76iQNy1twD6lSY%2FNE7pg8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Xin thường niệm nam mô a di đà phật 🙏🙏🙏,2,0,2026-01-09T15:36:24.000Z,mo65158,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7290159769036276737,7593386122458858248,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/262d6dd1aba79ad10c5066e7598f331d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f92d6b60&x-expires=1768557600&x-signature=8toF0oq1W7RZCMdz4tuATOXHfCo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
NAM MÔ A DI ĐÀ PHẬT,2,0,2026-01-09T14:51:20.000Z,nguynlen53,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7231799502138770434,7593373740417123079,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/447c5c127d7c0769cd03742fa1217271~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d081473c&x-expires=1768557600&x-signature=i9JGlUOS0okzElhNdBc6wdaOZsQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Nam mô a di đà Phật nam mô bốn sư thích ca mau ni Phật nam mô quan thế âm Bồ tát nam mô thiên thủ thiên nhãn quan thế âm Bồ tát nam mô địa tạng vương bồ tát nam mô đại nguyện địa tạng vương bồ tát nam mô dược sư lưu ly quan vương Phật nam mô a di đà Phật,2,0,2026-01-10T05:16:36.000Z,nlmk34,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7197959804404892673,7593597473185710866,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/aa923f9c2b445c437f2b6eaf9cd35d72~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fbfa9bff&x-expires=1768557600&x-signature=sm2wJxY7P02SDJhvuce9y7asUfo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
con xin cô cô đuoc vía,1,0,2026-01-10T13:43:12.000Z,mydocthan99,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6721181807331345410,7593728039578731265,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/632fdbce119aab558b46d3d7bd24d683~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9efa4dae&x-expires=1768557600&x-signature=suSPW4t1vkWGhZqWbOGkZSk0o%2B4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
minh ở quang ngai ngay nào cung mua hai tờ mà ko trung,1,1,2026-01-09T21:42:22.000Z,luonghaqn,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6731908222725047297,7593480320319554325,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c82fc1affde05c2c1b59060f25b6d3de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fa2a9b6d&x-expires=1768557600&x-signature=LkIZ6AXInLgWeuGq4XQRcjKRPM4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
mình khổ quá cô ơi mình ước được có tiền để chả nợ,1,0,2026-01-10T07:05:19.000Z,user3951885061496,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7526232430177944592,7593624670604444417,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/994ad98cab3bd195895be0a8704038ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47a1488e&x-expires=1768557600&x-signature=AXKRgJGyi8pvfSYFNOv9QgGZf1w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
con xin via tra no co,1,0,2026-01-09T21:29:39.000Z,chaunguyenkrb,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7261085761402733574,7593477017502696212,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/57241f16430df5b51805e8d7bd69cc84~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=44e69278&x-expires=1768557600&x-signature=8hOJgAvRVXgup46GSyeNLQxbGug%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
con xin vía cô cho con xin trúng số độc dắc,1,0,2026-01-10T10:12:53.000Z,hongyenle80,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6691490018487616513,7593673821740499732,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7332459898287947784~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2acefd2&x-expires=1768557600&x-signature=A92lNtmMkrw2u%2BYCaIzyveSgv2g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
bạn nói mình hiểu tiền từ đâu.như với mình cũng ko thấy j vui.minh sẽ dùng số tiền đó sẽ có ít cho XH cho thôn xóm.với mình ko có j vui mừng cả . có lẽ chậm nhất 1/7 sẽ có,3,1,2026-01-09T15:13:45.000Z,vnphngta,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7546554660283859976,7593380274819744530,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/32a5dcb0f348c9f144a021f1a6d15e9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0c6c6f9d&x-expires=1768557600&x-signature=mxh9SFONPTzQuQm8GvoP4ErMWfs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,
Ai có thể giải thích cho em hiểu đc Ko,0,1,2026-01-09T14:28:10.000Z,phamthilien798,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7385949544817525768,7593368535905469202,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/3f3b94b340a3626d3ec8a8064582ce8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=919cd7f9&x-expires=1768557600&x-signature=tGNkuBsZ%2FnpNSEnGFuyG6pm5Ty4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
bữa nay cô nói j kg hiểu Mn ơi,1,2,2026-01-09T14:25:23.000Z,kem.907,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7100510690133427202,7593367814916883218,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/a4aa38cc734991c69cec34199fa1f7b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=885d7cbd&x-expires=1768557600&x-signature=t%2BOAIT061ZAE0qUAxhhH7vpcrqQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Con xin bà cô cô cho con xin trúng số độc đắc để mua nhà cho 2 đứa con của con 🙏🙏🙏🙏,0,0,2026-01-15T06:45:40.000Z,nguyen.phuoc061,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7031508189687268354,7595475805654237973,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/bcd86726d3cd43ecaecc479cce4f8b02~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=01ac203f&x-expires=1768557600&x-signature=mtBM2Xh27ezvxAFobWmUmHRjy2k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
"Nam Mô A Di Đà Phật
Cầu cho cả thế giới này đều đc bình an",0,0,2026-01-13T06:27:38.000Z,hongann.review,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,6897051678009754625,7594729042419516168,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/9e194c3a27bd6ec435c67012b07796af~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3d6a7cd3&x-expires=1768557600&x-signature=GJIPT9mDR0gFx%2F6rBQDU7xI%2F%2BiE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
🙏🙏🙏 Cho con sự may mắn và bình an đến với gđ con và tất cả mn,0,0,2026-01-13T14:58:33.000Z,heloooo11120,https://www.tiktok.com/@phuong_linh_giac_mo/video/7593360251680836884,7359754011966587920,7594860696519033607,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/f5e2516474fe91f00c16ca8e50e5fc26~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5d6d92d1&x-expires=1768557600&x-signature=l8dEbnTMWS4aEwGLnaCv3pfgtCE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
